106;Josip Ilicic;25;NULL;5;5;5;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3kaLmAH2bwvltbnu9mYEStkLnLS2qgZqnZS9fvJzbbSu6J4psTg-20t1glA&s
107;Juanmi Callejon;24;10;NULL;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIJ7zoBwUooKZHxV_rgKDy3d2Vk8Ja4T9zP6oAuElSoPmY4Gy3DFwIaMSdDLQ&s
108;Julian Brandt;31;NULL;25;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTn5S3vdKmsezRUgI2JfRzjOq4wA4xCw_ZvxkQ9-u5EEBrYiNrwTPVtYFjGm98&s
109;Kai Havertz;35;NULL;NULL;22;22;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkalV6LsZKEruRPGsimUtI_4I3NIEZmAkZf8k7bqfWcqy6OuK4k0ezHuqT_6M&s
110;Karim Benzema;28;73;NULL;73;73;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzSWw4mzqDnJDLvZNpyyuFAR-k3T9F9BeNpr2PpP4P5YFOI1P-Sii5jgav9_s&s
111;Kasper Dolberg;24;NULL;NULL;NULL;65;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTXKloOsDuKB0YRTm9JjJzGsadI5E9TRiOn5JDQo5j9_o9PI3zKFiX3BL9IpM&s
112;Keita Balde;26;75;NULL;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrddNrDXw5gw1LzY1CPvs8ubcT3zNurZ9VmEdF-rh11ZmCUBgxAFH_b2qIueE&s
113;Kevin De Bruyne;18;NULL;NULL;NULL;58;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlXnYZcUmNVrfanxkyE1bT_C9vrNwGLhzHMBSlEkyiu3dM2QTau8aAgAzImQ&s
114;Kevin Gameiro;29;91;NULL;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRcMj0ck1fyurx7ZTsCzKQc--5fv4LMl60APsMaxBs4hUd5idxznsNWUz0CCQ&s
115;Kevin Lasagna;31;NULL;89;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8reiuxMNQD5_h70598YQASa4_NXgqID-1iEropiqvW-GLPndpHWW7yg3vJWw&s
116;Kevin Volland;21;NULL;60;60;60;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvUIkIsnIKPxbAZj3RNaLLfFLjCFa523OsCwaSe_HvML8-fIdyuZS7vc3pS6s&s
117;Krzysztof Piatek;26;NULL;NULL;16;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4BVzYcwESug8lJGRDaAA7HF0uOV2Iy2R6d7SlxnJn08VgRym3RYfOkFuWEA8&s
118;Kylian Mbappe-Lottin;30;NULL;NULL;69;69;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHoPrLiD1rH7GvF-T0aa4EK6jKMqqx_Xb-t5dfU3DY2FfND60Vo4GkxU6GZQ&s
119;Lars Stindl;30;12;NULL;NULL;12;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0VK_xnY9SC6s7F6sYyBGdXC6Ydg2CXs8ARqtQhvEBoMMfCk6Dcy9F1GfHoNc&s
120;Lautaro Martrinez;23;NULL;NULL;NULL;42;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6wZ-NqadxSMPMcL2t-UlwYgNvj8vtSNJkgov8EDBB6xUMWMMiIyeQHZnAFIc&s
121;Lebo Mothiba;19;NULL;NULL;85;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlaQWZ3N6cwVX1hKrZA66uCAdrZWZmohMHG4dzYZM2NoJKQiykbBesR7gpPg&s
122;Leon Bailey;22;NULL;51;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWuJTa9gp3I9Wr07sB3dvXnTdpUoYHVEQFRz3UgbHqVEi8AjbR-FLSmz4sNGk&s
123;Leonardo Pavoletti;29;NULL;19;19;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5nG54vdZ7c9ySdqTc_3eXn4jDfbNoQ-lt5nVY52vaTdaqviipQE20VYMSYQs&s
124;Lionel Messi;27;7;7;7;7;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPoOXLY2lIegvpRXJulLOVzGeeFz8AiX45RKAMPfYe5BCoaJJM_iJKiQQI6w&s
125;Loren Moron;23;NULL;NULL;NULL;10;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUAfQMLrKBw-bPGJIlrVD7dZ7Mjoz1K9Hu1aHCTh2ejCaCZqmrTtC75UhVbA&s
126;Lorenzo Insigne;29;63;NULL;63;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToTtyn9F_kRGF62ASvTowR5j_v0CzK6X8XcykFoYzDFhDoGwOVphkCdrqoHxU&s
127;Lucas Ocampos;25;NULL;NULL;NULL;79;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMxKO-VOBWD_UxBF6Dtomz507gY98LQ1ovuBkUYlpmvaUTN-OxR-zbFEMBCR4&s
128;Lucas Perez;30;NULL;NULL;NULL;2;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqaulr5GOoTNqCGdjJZ3KPEeW1_UkXNpafAu9MqCPeuPL8gTcWahA78VSEVck&s
129;Ludovic Ajorque;30;NULL;NULL;NULL;85;85;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCWdi0KOvUXc7EBDC6vOTItQGB3O5Bwo_s7EWL4_4thAbhsbRxs8oUp3uMCg&s
130;Ludovic Blas;24;NULL;NULL;NULL;NULL;62;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRj4o5u5TkSiWTZRKw83fHqN77CpX9t3iFz0tQsReVum9SZohrvd9F7xOENrw&s
131;Luis Alberto;21;NULL;46;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2oPHT1FgQq8sZ99WjzzR3MMSh-iY5Jxk6StH3gINW4BONUrc5dNYzF4aPfko&s
132;Luis Muriel;26;NULL;NULL;NULL;5;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfn_kHo3qclO_o30aTgwio_lEmpNfnJl8CgK74tQCkpCatv3tEATbb0ELSMgQ&s
133;Luis Suarez;30;6;6;6;6;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXs_rGb0VjwCVcgvsd0XZe4xogA4HD8O9-gexWc4vSwHuKGMAeq4ee2GL0ciQ&s
134;Luka Jovic;23;NULL;NULL;73;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqfAgh94283v3woWbVPmoKBCyGge-Tp32gegP6IXtmYXmMvsa9JyNYbagyIA&s
135;Luka Milivojevic;26;NULL;NULL;23;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmohwXVhSKlRlqRtdijuzBcnCkKGcnUmLfEOV7WDk2LgKwrTaHbeluSEqs_2Q&s
136;M'Baye Niang;25;5;NULL;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRb8s2qbKLJ4IbyYJxOGdE5IkIu9NMBlw2vib82Kv96J1-L3htGtETRNgwKGA&s
137;Marco Borriello;29;NULL;NULL;NULL;47;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSkVTIr-G8x4rVfUxEz1YosjjPEw55Fdb0aXuuUQUAZjazMODT2KokFbzmPuI&s
138;Marco Mancosu;23;NULL;NULL;25;25;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-3L0DcSyJSsWW9u6oioSLojOyeUp4PhA75nPywLvFcwyHf1ORICoB9pWdb1w&s
139;Marco Reus;23;NULL;NULL;NULL;59;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdlvfZOMpGh7FSTZRaDKfTv3YOxDDVzI7y8RPZQzarS1A8w_YYlpo8Z3TRRA&s
140;Marcus Rashford;22;NULL;NULL;NULL;12;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsZlOPK82Xcc_xVzaXiuFEJDyy56eBtNHn1o3-TkPIBk37nWqJsGDyjiGpTs8&s
141;Marcus Thuram;21;8;NULL;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTls0SxrR9w1Jrn2rPWMNIDcaZhfw4Cg9Cxfm8z5hgULphL9FtaItqNQ_AOGEA&s
142;Mario Gomez;29;NULL;NULL;43;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQknopadl9sLi-IKoQ3yRNlzRaHT82L3kfg62-zIZy3uVOMh3Q32-uAFIC3Hpc&s
143;Mario Mandzukic ;26;NULL;78;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUqPyVSBzSzO4ivVkEwrm7Y2f3bgA1Bvt6f-vEzmO1NWdlzHzFjEhrtFSEmQk&s
144;Mark Uth;27;69;69;69;69;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyRr-m_psVi3wEkLV1vBVCDR-HNpa4scvu9aoBLeJgappQVA-Lm1qOdG6l7A&s
145;Mauro Icardi;26;NULL;NULL;80;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaWXTsOodu_0tpO9JThfHD20V8ymvfzvqNJcEsDMQ3VjTv8Enbtd8jfFJMfe0&s
146;Max Gradel;25;90;NULL;90;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRBfTW8i23uKqiH2Nykz0gDlw064790itlZ09vFt__QI330zHzd3DOvYcNMeA&s
147;Max Kruse;25;NULL;91;91;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTI24TvZd8F136kof94_1GAy1o1wnsTXZFPocG6bPgnWlH8pX_tegSJozwqHVg&s
148;Maxi Gomez;27;96;NULL;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQARgpI-qZrQjMEetA0y7PUvV7UKpDz1-w9yr0BLwkWRs6r50yr4qWRoVJYXQ&s
149;Maximilian Philipp;28;NULL;NULL;72;72;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTn4NDRPmQs9-irJ7rxFUAPJF5vhNRget8ZTqFuNpUg6Ya7eQmZQDgMRFrm55Y&s
150;Memphis Depay;25;NULL;NULL;55;55;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRi3_-zr8fUn5Doev64AJ_-7UNK1k5kkJjvhyseJJ0kFjfSmLF5vhj_MGWG4lk&s
151;Michael Gregoritsch;25;NULL;30;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRchNkBSkH4UWCachf950hn-DRv3dPS4gsBiUvpKD4qhm1e7TYCBBs5nIMyg&s
152;Michail Antonio;25;95;NULL;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMXFwQIJugh4nOHvTsmGYHnWObSL3SswVGelQybC1MZrN9mB3lB-3aFyxnpZA&s
153;Mikel Oyarzabal;26;NULL;81;81;81;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAXPO4fbV8GDZmuMC3Qkk-5OpaqmRNljgrIIIVThzafUDwy0LI-pp5eGu9ktg&s
154;Mirco Antenucci;23;NULL;7;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfGBphhMAL8F0Tgk7E1NnfpVn50OFygd1GaqV9cSlDrUAuyw9yjnecPCPcWck&s
155;Mohamed Salah;26;53;NULL;53;53;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3mBtK9LnGexJFFvCJfJ5La8Gr3h1TgHjJcy5s6Q_PNjovHK0dyGRkRBUPg8U&s
156;Morales;31;NULL;51;51;NULL;51;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPJUrehczvCtntj4R5JsgzyQuWzRbA7wGeh-SUzC1H1t5xZlJJ6WBP458OqO4&s
157;Morata;23;43;NULL;NULL;43;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyBjowytFuyAG86GY5hxlPBgIh7DUut5mbVcAqME-qs-RMY1Bz7nP-OgbsxPc&s
158;Moussa Dembele;28;NULL;NULL;55;55;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyAdPoS_swGfrbOkk779d3VtULwI3x5k1L_of0EdwTVItsnkBCA2VtXiMqTjg&s
159;Munir;29;NULL;79;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJAsCFybJ0dr36jPxySeVZ98AKOSxgE10XKuVGultXrEQfLY_mIplqIt9UODg&s
160;Neymar;34;69;NULL;69;69;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGrvQQAyWanonF5ApZYjg3ymA3utg61xCHYF-CtN04Jjhf4lHafwXZ2RlcBw&s
161;Niclas Fullkrug;24;NULL;86;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQV82Oj7dqPyo8eiZC3_bvELPZBMfWsSX4tnUPKaCPUdZVOgFAQjhHIemUY7g0&s
162;Nicolas Pepe;32;NULL;NULL;4;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCP6EIMT-Mtq3QxK0aDgjHLXEhtGPsoDFzRUta_IXQb14YZcJjUeDviwJSvw&s
163;Nikola Kalinic;24;92;NULL;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHh8tGDOQ4dXk2bimhhnCN-pemBLdlafSFsd8ry75lyspoZsjRbAfdOeufxg&s
164;Nils Petersen;22;NULL;77;NULL;77;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1sCZT7ZYHAp8CMacCLQUxV8SfC8a1MBGCTyNhZskvv1sKQXtuocI9mfg-uiY&s
165;Olivier Giroud;33;22;NULL;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTcm6ppFmCv3QON_xOG0AQOhav7IURjepHdH17iLav_cfAusO-SbjD-IJB_A&s
166;Ondrej Duda;19;NULL;NULL;44;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRl8jH4lyCuDKnLMcNuz0dmHyrm7NJleN7kxs6MgSHqWKpiTfB7XdBSFHZDNk8&s
167;Pablo Sarabia;36;NULL;NULL;69;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2oAUj8OuW730Pj61A2ieIJ6E6PBQloJEyDicDSvKlNod1JBzgsHNnqWpFFA&s
168;Paco Alcacer;28;NULL;NULL;94;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSqMuaAKKZVFvfxQNrqNkT9_QpHFEnshAPur82_upNS3nHG2mWgOlFbS2cqqM&s
169;Patrick Bamford;31;NULL;NULL;NULL;NULL;48;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOH5Od_o8a_9Zz6PiacMZC4pn6OGV6jSvZ-tWjb2A55x8SbtgSdXi-tzL-JDw&s
170;Paul Pogba;22;NULL;NULL;59;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTba5vGb3XSWJvlISYpyW-IPMacgkSmyvkGiNihRiGiMDJdFfI5jG9Anq4AKQ&s
171;Paulo Dybala;27;NULL;43;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0c2f-cIEILRRq0V0FxSAxbJJsYvZToiHbXDCDxfdvUtAHnSoS9_pDBBc96g&s
172;Pedro ;29;74;NULL;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQ4srCRQtzc0jsSVs1Y9T0aA7McjbiXLAa43AsOKbSWwvNsjq3rL43GPgMmw&s
173;Philippe Coutinho;24;7;NULL;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHLceI9QgXhh3dzIVnJBXeIUEBqEPkcRVvYZN_3fh2_YAjhytrvhuxxeC90Jk&s
174;Pierre-Emerick Aubameyang;24;4;4;4;4;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRl2qLhQv9MaLc8kTDu_TXJ6r4DGJpJowSM1DIEYVFY6sCmyHv6yiG01neWZTE&s
175;Portu;19;NULL;81;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW88zzjHNsWQgkHJXTmr2ivGCwnmQ1DGjxVXvSBgdYGnEGUmHQGGqdfhCbFno&s
176;Raheem Sterling;30;NULL;NULL;58;58;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXfKk2i6FhU539kKoxfAWNEoYI4SEgNbRSMYyGzcgll_kysD6xB94bgWB3Rw&s
177;Raul de Tomas;26;NULL;NULL;28;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHzS50ivIAgB_4ibKCrS6qL1ZGBpYf4w17_kS1I22WGvJBgUBgXUsRI6MIpBA&s
178;Raul Garcla;27;NULL;NULL;NULL;11;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwo7QWfz1Y_zTo16lPsjdDKOJeckOWFdsZUAGfdC7VNKWSyMDtD1RnwETPRg&s
179;Raul Jimenez;29;NULL;NULL;97;97;97;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoGNmKDeSrj0MC9oS4G0aFhf2_1Wo5bmDm4GEitjAA5ISFHbBa7RgR9MgTZA&s
180;Remi Oudin;31;NULL;NULL;13;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLS_CbvDfpF4EQUf4gifdsZb0qSDO9_ebkou44rwN_KvkJijPPPv5_EaN6BQY&s
181;Richarlison;21;NULL;NULL;29;29;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFwClF5LOMM32iqkdcuJtye1N-Fjrz4UZgstHdy4L-F3U5ty89Lld4BYAMDw&s
182;Riyad Mahrez;27;NULL;NULL;NULL;58;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4G17ysL_88iiyIsBuEYXnti_sST1vILB_dJv1RUxWrGGQCmnq2Zw-3Kwx9c4&s
183;Robert Lewandowski;20;8;8;8;8;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1ZOhnYxQYrl_N62KRYZSZR31mghMwM_E5nDLBGVd4m5MJDiv99kdZ9fDGj_I&s
184;Roberto Firmino;25;53;NULL;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjyLioof9ZCt17pKC7iE0F8Cn3fyy8h8w6b0T_krn-Zj2p1D8pH_lIpLRopQ&s
185;Roberto Inglese;25;NULL;68;68;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWqpIpbbZxsHCJ6HuQw6iSqtG6oN4thhQZYu-QgrdNEjBXdpcXoXguoqWEoQ&s
186;Robin Quaison;25;NULL;NULL;NULL;56;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRV0DG_d4Q2BglY_kkj9XcYy3dHlP-r5oSvlX7F1UuFwyz1HzfddH-L7_tAkLI&s
187;Rodrigo;28;NULL;91;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsfKxyZBmBz11RKGZtEcvTAf0ART0ATT6ufqSlqfEX47GDCvjfIjlf1Nt26yM&s
188;Roger;32;NULL;NULL;51;51;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAH8bX_Oa5vTUt3dKvehfoszxQq5hiRAMNrPa3dbuoxO1LJ5rwLeiY1TvsHQ&s
189;Romelu Lukaku;30;42;NULL;NULL;42;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnnchYxSda-EUj7eCzE9pnjsZJkcaqHoat1Wxg4SXCV25yZBOiHQDS-eMFKWk&s
190;Rouwen Hennings;21;NULL;NULL;NULL;26;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2SmkXzHkXQe2q7O-_sg40obQ425QzfX0QmX7Aw36Gz-d1ckbcUtR8tfc_cME&s
191;Ruben Castro;22;20;NULL;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTh5oNdS9BUk4ItSgmfnsJGk6BFZRdcYoa9RSXrLdS-vuQE25SpF0ISfJSzSQ&s
192;Sadio Mane;26;53;NULL;53;53;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuihLb8jXtGOokCRg-1LSBjfEmQRowZCWjIVnAGFntuIyTP82oJCZWm7AA79s&s
193;Salomon Kalou;27;NULL;14;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3HNu3mWtVkpwPcCxbXYo0s_Rf49VPc31ICftHWXeuV4MVYdpXY7l18f0QOQ&s
194;Sandro Ramlrez;26;40;NULL;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3u1JdPtsOL3kOlkK4L_nESECiy-9ztfptZU_sCTA2NFQw7UKxKn1DZ_4yGQ&s
195;Sandro Wagner;22;39;39;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjb9mkkhP_s59lbBK8_2EKZBT_5hqTNHnTtN70Eqq4HkI02oTVBxQwORdtnA&s
196;Santi Cazorla;30;NULL;NULL;NULL;94;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTr4-pU2sHGe8YdiI7AXIVxbHTN0pxD8VPMeACXpu0ox8-ZDzjagFhu5KiFyPg&s
197;Santi Mina;30;NULL;21;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbCDISaw2U0KmCYse5FiGPKoUpupE0GiTChH152eqnF0YraXzDPGm_uxjNGA&s
198;Sebastian Andersson;24;NULL;NULL;NULL;44;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRS_m-mWpG3nekQeu6zkvTrQtOJnxHg1aaAaAL42aENmiI5UQ9LGva33NJObw&s
199;Sebastien Haller;22;NULL;NULL;95;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZtdheXKfPDKl6RWvr2PdVZnlbr20ZbGuJiiuhFsh1oVdpKt8HPwDCbv-9UQ&s
200;Sehrou Guirassy;28;NULL;NULL;NULL;72;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmkoZ4TLLM70k25RolpAMnbsJZArmjBCqNwlyXVcagyiC0HmST3hcATcwtOg&s
201;Serge Gnabry;22;8;8;NULL;8;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTDvxsTHWGBdDMPHPxdnrlfRarDoZIzGnhr_jPU96uifIpG6pe9gNdGlMp2MQ&s
202;Sergej Milinkovic-Savic;26;NULL;46;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjOFNjByBTXPxi-t_E5QC6myFMfWXQsCHSM6Oq3OS3GHfjsSEMkYGPHqq7uw&s
203;Sergi Enrich;27;27;NULL;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxM10Ng_uyWcWZB1LpgwitZs8pD2cDbkx1B1UGf7cm33DhIkvbYceL0rovPA&s
204;Sergio Aguero;26;58;NULL;58;58;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrbqbFcn_7ECVM1Pwx-lpFHn6LlC6UQvKSCbT5z50M42Cog72hBHZKDKSu8zI&s
205;Sergio Leon;34;NULL;51;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbaMnoJjxNjxaq6o9kLnvQ4u4x5tHgYWHqA2aZ7kaQen3qz1UPOAJl3ddDNw&s
206;Sergio Ramos;28;NULL;NULL;NULL;73;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgbI4gp5hd9QCEGgLzBrdjIj9J7lu0yAnqZAfiz8atfK-CqAqTWpbZBuLmYLs&s
207;Simone Zaza;23;NULL;87;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsEZROQZEjnO-yFMtCC4DgbUtFabxhYn62XjtLDp-SbxtIEZoH4rasm9m-Jg&s
208;Son Heung-Min;24;88;NULL;88;88;88;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTaGw1GXfRbTkOYQysxTvg2m0eJhyUKNIU3xvF1XLuvuxj1587BKcnC84ZkcQ&s
209;Stephan El Shaarawy;21;NULL;NULL;74;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqvJxdGh044anfhsvx8MEuzoBIffm31DnKYA2kJjVhAgA8AjzDjk1efaoy7iQ&s
210;Stephane Bahoken;29;NULL;NULL;3;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbxOS2ctlS0vabD3f5TojbwGB4dupxZdEoOzJymVfgfikLJITxFbFAqhqyPUE&s
211;Tammy Abraham;23;NULL;NULL;NULL;22;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzDoFrgPeHLpzh9c415aYR1Sb6TdxORPy9S6kZSxaKNMZFLoLC6DB3XaYanw&s
212;Teemu Pukki;20;NULL;NULL;NULL;66;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTs5lAErB6kxVcjjYr804auX4MZpygL0jrBqA1MESGGE4j1FAv1aN10W_5B7w&s
213;Thorgan Hazard;27;NULL;25;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRWmuRQDt0Tho2mZL13zNM0TQKLL3vTUWy1P5sj1OiY4QdffsuZWip3Vki9g&s
214;Timo Werner;28;22;22;22;22;22;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ655cuzxNDo8tnCJwTugd5dRc4JeK7Vd3ipjyG063psd52ZR2TGGREJQUwlA&s
215;Vedad Ibisevic;27;78;NULL;NULL;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuIAyWGwoYjR6KGoprnpumeKRRJfg7oq4_RkEjGHf8n47YFjvTe50XIDHKGMs&s
216;Victor Osimhen;29;NULL;NULL;NULL;63;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTq79FqIs9HXwP-Sh3LZe6PJ510tr9zspQh4c_EBeX2vjcLox6_XNyAa65Ug&s
217;Wahbi Khazri;27;NULL;NULL;83;NULL;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRudGwp8_z8NSYYiY5ydy42bb7nl75nDhtKOVXocrld-bruxC6kxFZUgMmkjSM&s
218;Willian Jose;33;81;81;81;81;NULL;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSy0S82PyfCoh7FsAgVN8QlRar4-v8na3Z53xSx4rvnTIi4Fo8XLPCT1GqksA&s
